"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position Group";"Minutes";"Minutes BIP";"Minutes TIP";"Minutes OTIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Distance TIP";"M/min TIP";"Running Distance TIP";"HSR Distance TIP";"HSR Count TIP";"Sprint Distance TIP";"Sprint Count TIP";"HI Distance TIP";"HI Count TIP";"Medium Acceleration Count TIP";"High Acceleration Count TIP";"Medium Deceleration Count TIP";"High Deceleration Count TIP";"Explosive Acceleration to HSR Count TIP";"Explosive Acceleration to Sprint Count TIP";"Change of Direction Count TIP";"Distance OTIP";"M/min OTIP";"Running Distance OTIP";"HSR Distance OTIP";"HSR Count OTIP";"Sprint Distance OTIP";"Sprint Count OTIP";"HI Distance OTIP";"HI Count OTIP";"Medium Acceleration Count OTIP";"High Acceleration Count OTIP";"Medium Deceleration Count OTIP";"High Deceleration Count OTIP";"Explosive Acceleration to HSR Count OTIP";"Explosive Acceleration to Sprint Count OTIP";"Change of Direction Count OTIP";"Distance TIP P30TIP";"M/min TIP P30TIP";"Running Distance TIP P30TIP";"HSR Distance TIP P30TIP";"HSR Count TIP P30TIP";"Sprint Distance TIP P30TIP";"Sprint Count TIP P30TIP";"HI Distance TIP P30TIP";"HI Count TIP P30TIP";"Medium Acceleration Count TIP P30TIP";"High Acceleration Count TIP P30TIP";"Medium Deceleration Count TIP P30TIP";"High Deceleration Count TIP P30TIP";"Explosive Acceleration to HSR Count TIP P30TIP";"Explosive Acceleration to Sprint Count TIP P30TIP";"Change of Direction Count TIP P30TIP";"Distance OTIP P30OTIP";"M/min OTIP P30OTIP";"Running Distance OTIP P30OTIP";"HSR Distance OTIP P30OTIP";"HSR Count OTIP P30OTIP";"Sprint Distance OTIP P30OTIP";"Sprint Count OTIP P30OTIP";"HI Distance OTIP P30OTIP";"HI Count OTIP P30OTIP";"Medium Acceleration Count OTIP P30OTIP";"High Acceleration Count OTIP P30OTIP";"Medium Deceleration Count OTIP P30OTIP";"High Deceleration Count OTIP P30OTIP";"Explosive Acceleration to HSR Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count OTIP P30OTIP";"Change of Direction Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Change of Direction Count P60BIP"
"Adi Fisic";"A. Fisic";"70667";"2003-12-22";"Degerfors IF";"1736";"SWE - Allsvenskan";"90";"2025/2025";"128";"Center Forward";"48,54";"26,96";"10,8";"16,16";"5";"2";"5421,6";"111,69";"658,0";"302,8";"30,2";"115,2";"6,2";"418,0";"36,4";"29,62";"29,62";"47,6";"2,8";"38,6";"8,0";"1,2";"0,9";"null";"0,2";"null";"null";"17,6";"1,94";"3,2";"10052,41";"111,69";"1220,02";"561,43";"56,0";"213,6";"11,5";"775,03";"67,49";"88,26";"5,19";"71,57";"14,83";"2,22";"0,37";"32,63";"8502,82";"141,71";"1262,76";"610,68";"61,42";"234,12";"11,57";"844,81";"73,0";"75,22";"3,56";"57,42";"10,24";"1508,6";"139,64";"261,8";"126,0";"12,0";"39,0";"2,2";"165,0";"14,2";"14,4";"0,8";"8,8";"1,6";"0,2";"0,0";"6,8";"2312,0";"143,1";"305,6";"148,4";"15,6";"66,2";"3,0";"214,6";"18,6";"19,4";"0,8";"17,0";"3,0";"0,0";"0,0";"9,4";"4189,26";"139,64";"727,0";"349,89";"33,32";"108,3";"6,11";"458,19";"39,43";"39,99";"2,22";"24,44";"4,44";"0,56";"0,0";"18,88";"4292,96";"143,1";"567,44";"275,55";"28,97";"122,92";"5,57";"398,47";"34,54";"36,02";"1,49";"31,57";"5,57";"0,0";"0,0";"17,45";"0,0";"0,45";"36,05"
"Yannick Agnero";"Y. Agnero";"71453";"2003-02-20";"Halmstads BK";"1735";"SWE - Allsvenskan";"90";"2025/2025";"128";"Center Forward";"87,3";"49,38";"20,29";"29,09";"19";"0";"8983,58";"102,91";"1027,89";"457,53";"54,68";"237,63";"12,0";"695,16";"66,68";"31,06";"32,96";"97,63";"8,84";"79,26";"16,79";"6,16";"0,65";"0,69";"2,16";"1,18";"1,3";"36,79";"1,86";"2,78";"9261,61";"102,91";"1059,71";"471,69";"56,38";"244,99";"12,37";"716,67";"68,75";"100,65";"9,12";"81,72";"17,31";"6,35";"2,22";"37,93";"7784,11";"129,74";"1133,37";"512,17";"59,73";"260,66";"12,53";"772,82";"72,26";"84,09";"6,71";"63,44";"11,57";"2794,89";"137,74";"424,26";"233,21";"26,74";"152,21";"6,63";"385,42";"33,37";"34,58";"2,68";"22,63";"3,89";"1,95";"0,84";"16,63";"3611,63";"124,15";"508,53";"188,32";"22,42";"62,32";"3,68";"250,63";"26,11";"34,63";"2,84";"29,58";"5,63";"2,0";"0,53";"17,11";"4132,17";"137,74";"627,26";"344,8";"39,53";"225,04";"9,8";"569,83";"49,33";"51,12";"3,97";"33,46";"5,76";"2,88";"1,25";"24,59";"3724,57";"124,15";"524,43";"194,2";"23,12";"64,26";"3,8";"258,47";"26,92";"35,71";"2,93";"30,5";"5,81";"2,06";"0,54";"17,64";"1,66";"4,8";"40,99"
"August Priske Flyger";"A. Priske";"71798";"2004-03-23";"Djurgardens IF";"522";"SWE - Allsvenskan";"90";"2025/2025";"128";"Center Forward";"88,81";"47,86";"25,77";"22,09";"18";"1";"9089,78";"102,35";"997,39";"461,0";"48,67";"205,0";"10,89";"666,0";"59,56";"30,84";"32,8";"92,11";"7,11";"74,89";"15,67";"3,94";"0,61";"0,65";"1,33";"1,28";"null";"27,83";"1,82";"2,79";"9211,08";"102,35";"1010,7";"467,15";"49,32";"207,74";"11,03";"674,89";"60,35";"93,34";"7,21";"75,89";"15,88";"4,0";"1,35";"28,2";"7800,6";"130,01";"1092,01";"535,42";"54,53";"238,46";"11,28";"773,88";"65,81";"81,48";"5,5";"59,41";"10,66";"3227,22";"125,23";"465,78";"236,78";"25,0";"125,28";"5,28";"362,06";"30,28";"39,83";"2,67";"25,56";"4,5";"1,78";"0,61";"13,5";"2995,44";"135,59";"405,33";"190,33";"18,5";"64,94";"3,72";"255,28";"22,22";"25,17";"1,72";"21,83";"4,0";"0,78";"0,33";"11,61";"3756,76";"125,23";"542,21";"275,63";"29,1";"145,83";"6,14";"421,46";"35,25";"46,37";"3,1";"29,75";"5,24";"2,07";"0,71";"15,72";"4067,75";"135,59";"550,43";"258,47";"25,12";"88,19";"5,05";"346,66";"30,18";"34,18";"2,34";"29,65";"5,43";"1,06";"0,45";"15,77";"1,18";"3,2";"31,48"
"August Priske Flyger";"A. Priske";"71798";"2004-03-23";"Djurgardens IF";"522";"SWE - Allsvenskan";"90";"2025/2025";"128";"Wide Attacker";"78,59";"44,1";"21,64";"22,46";"6";"0";"8310,0";"105,74";"1019,83";"426,5";"46,5";"215,0";"9,33";"641,5";"55,83";"30,87";"31,26";"92,83";"5,5";"76,0";"15,0";"3,83";"0,71";"0,91";"1,67";"1,6";"1,93";"23,17";"2,08";"null";"9516,28";"105,74";"1167,87";"488,41";"53,25";"246,21";"10,69";"734,62";"63,94";"106,31";"6,3";"87,03";"17,18";"4,39";"1,91";"26,53";"8064,45";"134,41";"1282,17";"546,52";"57,37";"264,19";"10,43";"810,71";"67,8";"93,2";"4,99";"68,71";"10,89";"2826,5";"130,64";"451,33";"198,5";"23,33";"130,5";"5,0";"329,0";"28,33";"34,33";"1,83";"21,5";"3,83";"1,5";"0,67";"9,33";"3100,5";"138,04";"491,0";"203,17";"18,83";"63,67";"2,67";"266,83";"21,5";"34,17";"1,83";"29,0";"4,17";"0,83";"0,5";"12,0";"3919,14";"130,64";"625,81";"275,23";"32,35";"180,95";"6,93";"456,18";"39,29";"47,61";"2,54";"29,81";"5,32";"2,08";"0,92";"12,94";"4141,16";"138,04";"655,8";"271,36";"25,15";"85,04";"3,56";"356,39";"28,72";"45,63";"2,45";"38,73";"5,57";"1,11";"0,67";"16,03";"1,59";"3,17";"29,03"
"Ben Engdahl";"B. Engdahl";"71891";"2003-09-17";"BK Hacken";"523";"SWE - Allsvenskan";"90";"2025/2025";"128";"Full Back";"53,33";"34,33";"19,33";"15,0";"3";"0";"6770,33";"126,96";"983,33";"438,0";"47,0";"222,67";"10,67";"660,67";"57,67";"30,33";"30,33";"77,67";"4,0";"65,67";"15,0";"3,67";"0,7";"0,8";"0,67";"null";"null";"28,33";"null";"null";"11426,13";"126,96";"1659,55";"739,2";"79,32";"375,79";"18,0";"1114,99";"97,32";"131,08";"6,75";"110,82";"25,32";"6,19";"1,13";"47,82";"9180,0";"153,0";"1576,31";"693,79";"72,82";"367,57";"17,48";"1061,36";"90,29";"99,61";"4,66";"75,73";"17,48";"2922,0";"151,14";"485,67";"213,67";"22,67";"116,33";"5,33";"330,0";"28,0";"29,33";"1,67";"22,67";"5,67";"1,67";"0,0";"14,33";"2331,0";"155,4";"416,33";"183,33";"19,0";"94,0";"4,67";"277,33";"23,67";"27,67";"1,0";"20,67";"4,33";"0,67";"0,33";"12,67";"4534,14";"151,14";"753,62";"331,55";"35,17";"180,52";"8,28";"512,07";"43,45";"45,52";"2,59";"35,17";"8,79";"2,59";"0,0";"22,24";"4662,0";"155,4";"832,67";"366,67";"38,0";"188,0";"9,33";"554,67";"47,33";"55,33";"2,0";"41,33";"8,67";"1,33";"0,67";"25,33";"0,58";"4,08";"47,18"
"Eskil Smidesang Edh";"E. Edh";"72011";"2002-08-04";"AIK";"524";"SWE - Allsvenskan";"90";"2025/2025";"128";"Full Back";"98,86";"53,38";"26,43";"26,95";"6";"0";"11571,83";"117,05";"1760,5";"671,67";"56,5";"169,5";"10,83";"841,17";"67,33";"28,67";"29,0";"120,67";"7,0";"103,33";"17,83";"5,67";"0,68";"0,74";"1,0";"1,49";"null";"30,33";"2,18";"3,04";"10534,33";"117,05";"1602,66";"611,45";"51,43";"154,3";"9,86";"765,75";"61,3";"109,85";"6,37";"94,07";"16,23";"5,16";"0,91";"27,61";"9056,58";"150,94";"1731,99";"693,92";"56,39";"174,23";"10,12";"868,15";"66,51";"96,29";"4,68";"73,44";"11,05";"3957,33";"149,73";"779,67";"282,67";"22,67";"69,83";"4,0";"352,5";"26,67";"40,17";"2,0";"30,5";"4,67";"1,5";"0,5";"8,17";"4099,67";"152,14";"761,17";"334,67";"27,5";"85,17";"5,0";"419,83";"32,5";"45,5";"2,17";"34,83";"5,17";"1,67";"0,33";"19,0";"4491,77";"149,73";"884,96";"320,84";"25,73";"79,26";"4,54";"400,11";"30,27";"45,59";"2,27";"34,62";"5,3";"1,7";"0,57";"9,27";"4564,11";"152,14";"847,4";"372,58";"30,62";"94,81";"5,57";"467,4";"36,18";"50,65";"2,41";"38,78";"5,75";"1,86";"0,37";"21,15";"0,94";"3,56";"30,54"
"Tobias Fjeld Gulliksen";"T. Gulliksen";"72077";"2003-07-09";"Djurgardens IF";"522";"SWE - Allsvenskan";"90";"2025/2025";"128";"Midfield";"84,71";"44,96";"24,15";"20,81";"15";"0";"9771,2";"115,35";"1516,53";"611,13";"56,4";"218,47";"11,4";"829,6";"67,8";"29,32";"30,38";"95,0";"5,67";"80,4";"11,6";"4,07";"0,58";"0,62";"1,47";"1,25";"1,3";"43,2";"1,81";"2,66";"10381,26";"115,35";"1611,22";"649,29";"59,92";"232,11";"12,11";"881,4";"72,03";"100,93";"6,02";"85,42";"12,32";"4,32";"1,56";"45,9";"9177,36";"152,96";"1804,32";"754,11";"69,49";"267,8";"13,17";"1021,91";"82,65";"93,69";"4,89";"70,64";"9,07";"3593,2";"148,79";"707,27";"300,2";"27,4";"117,93";"5,47";"418,13";"32,87";"38,33";"2,27";"28,27";"3,13";"1,87";"0,4";"16,53";"3283,53";"157,79";"644,73";"264,87";"24,67";"82,73";"4,4";"347,6";"29,07";"31,87";"1,4";"24,67";"3,67";"0,73";"0,33";"23,07";"4463,81";"148,79";"878,63";"372,94";"34,04";"146,51";"6,79";"519,44";"40,83";"47,62";"2,82";"35,12";"3,89";"2,32";"0,5";"20,54";"4733,59";"157,79";"929,46";"381,84";"35,56";"119,27";"6,34";"501,11";"41,9";"45,94";"2,02";"35,56";"5,29";"1,06";"0,48";"33,25";"0,98";"3,47";"52,85"
"Johan Hove";"J. Hove";"72080";"2000-09-07";"AIK";"524";"SWE - Allsvenskan";"90";"2025/2025";"128";"Midfield";"84,3";"41,1";"19,12";"21,98";"5";"0";"9989,8";"118,5";"1556,8";"687,8";"54,2";"143,0";"8,2";"830,8";"62,4";"27,64";"27,64";"104,8";"3,2";"84,6";"12,0";"1,4";"0,81";"null";"0,2";"null";"null";"42,2";"2,08";"2,95";"10665,27";"118,5";"1662,06";"734,31";"57,86";"152,67";"8,75";"886,98";"66,62";"111,89";"3,42";"90,32";"12,81";"1,49";"0,21";"45,05";"9660,05";"161,0";"1988,48";"937,59";"71,83";"191,84";"10,8";"1129,43";"82,63";"107,45";"2,92";"75,92";"9,34";"2993,0";"156,56";"564,0";"288,8";"21,8";"59,6";"3,0";"348,4";"24,8";"31,4";"1,2";"20,8";"2,8";"0,6";"0,2";"15,8";"3623,6";"164,86";"798,0";"353,4";"27,4";"71,8";"4,4";"425,2";"31,8";"42,2";"0,8";"31,2";"3,6";"0,2";"0,0";"21,6";"4696,95";"156,56";"885,09";"453,22";"34,21";"93,53";"4,71";"546,75";"38,92";"49,28";"1,88";"32,64";"4,39";"0,94";"0,31";"24,8";"4945,77";"164,86";"1089,17";"482,35";"37,4";"98,0";"6,01";"580,35";"43,4";"57,6";"1,09";"42,58";"4,91";"0,27";"0,0";"29,48";"0,29";"1,17";"54,6"
"Johan Hove";"J. Hove";"72080";"2000-09-07";"AIK";"524";"SWE - Allsvenskan";"90";"2025/2025";"128";"Wide Attacker";"85,97";"44,62";"20,94";"23,67";"14";"0";"10424,86";"121,26";"1703,36";"613,86";"51,0";"122,29";"7,5";"736,14";"58,5";"27,44";"29,22";"105,21";"4,14";"84,0";"14,29";"2,93";"0,83";"0,91";"0,5";"1,58";"null";"38,07";"2,03";"2,68";"10913,06";"121,26";"1783,13";"642,6";"53,39";"128,01";"7,85";"770,62";"61,24";"110,14";"4,34";"87,93";"14,95";"3,07";"0,52";"39,85";"9598,53";"159,98";"2063,58";"758,75";"63,11";"147,73";"8,84";"906,48";"71,95";"100,57";"3,55";"70,99";"11,53";"3240,29";"154,72";"623,29";"224,71";"19,93";"51,07";"3,07";"275,79";"23,0";"34,29";"1,43";"21,64";"2,71";"0,79";"0,29";"15,0";"3897,29";"164,62";"911,21";"339,5";"27,0";"58,79";"3,5";"398,29";"30,5";"40,5";"1,21";"31,14";"5,86";"0,5";"0,0";"20,0";"4641,61";"154,72";"892,84";"321,9";"28,55";"73,16";"4,4";"395,05";"32,95";"49,11";"2,05";"31,0";"3,89";"1,13";"0,41";"21,49";"4938,73";"164,62";"1154,71";"430,22";"34,22";"74,49";"4,44";"504,72";"38,65";"51,32";"1,54";"39,46";"7,42";"0,63";"0,0";"25,34";"0,38";"1,73";"47,07"
"Kent-Are Antonsen";"K. Antonsen";"72190";"1995-02-12";"IFK Värnamo";"2394";"SWE - Allsvenskan";"90";"2025/2025";"128";"Midfield";"90,91";"53,74";"25,84";"27,9";"9";"1";"11666,67";"128,33";"2299,67";"728,0";"62,78";"131,67";"8,11";"859,67";"70,89";"27,36";"28,12";"135,33";"4,78";"116,44";"19,0";"2,56";"0,75";"0,77";"0,78";"1,49";"1,68";"48,67";"2,09";"2,84";"11549,98";"128,33";"2276,67";"720,72";"62,15";"130,35";"8,03";"851,07";"70,18";"133,98";"4,73";"115,28";"18,81";"2,53";"0,77";"48,18";"9985,13";"166,42";"2399,96";"770,46";"65,87";"134,47";"7,69";"904,93";"73,56";"111,77";"3,47";"85,35";"12,28";"4096,89";"158,53";"927,22";"185,22";"16,33";"12,56";"1,22";"197,78";"17,56";"41,78";"1,44";"32,44";"2,78";"0,78";"0,11";"12,67";"4846,89";"173,72";"1222,44";"504,89";"42,67";"107,89";"5,67";"612,78";"48,33";"58,33";"1,67";"44,0";"8,22";"0,78";"0,44";"33,33";"4755,97";"158,53";"1076,39";"215,02";"18,96";"14,58";"1,42";"229,6";"20,38";"48,5";"1,68";"37,66";"3,22";"0,9";"0,13";"14,7";"5211,71";"173,72";"1314,46";"542,89";"45,88";"116,01";"6,09";"658,9";"51,97";"62,72";"1,79";"47,31";"8,84";"0,84";"0,48";"35,84";"0,62";"1,74";"51,36"
"Pawel Chrupalla";"P. Chrupalla";"72221";"2003-03-16";"Halmstads BK";"1735";"SWE - Allsvenskan";"90";"2025/2025";"128";"Full Back";"83,35";"49,17";"19,76";"29,41";"4";"0";"9228,75";"110,72";"1439,5";"610,0";"51,75";"275,75";"10,25";"885,75";"62,0";"29,77";"29,77";"96,75";"5,75";"83,0";"14,0";"4,25";"0,73";"0,75";"0,5";"null";"null";"25,5";"2,65";"2,91";"9965,06";"110,72";"1554,35";"658,67";"55,88";"297,75";"11,07";"956,42";"66,95";"104,47";"6,21";"89,62";"15,12";"4,59";"0,54";"27,53";"8155,44";"135,92";"1471,6";"582,97";"56,13";"227,27";"10,07";"810,24";"66,2";"86,64";"3,97";"63,76";"9,76";"2829,75";"143,19";"531,5";"242,0";"23,75";"110,25";"4,75";"352,25";"28,5";"27,5";"1,75";"18,5";"3,5";"1,25";"0,0";"9,25";"3853,75";"131,04";"674,5";"235,75";"22,25";"76,0";"3,5";"311,75";"25,75";"43,5";"1,5";"33,75";"4,5";"0,75";"0,0";"13,75";"4295,64";"143,19";"806,83";"367,36";"36,05";"167,36";"7,21";"534,72";"43,26";"41,75";"2,66";"28,08";"5,31";"1,9";"0,0";"14,04";"3931,28";"131,04";"688,07";"240,49";"22,7";"77,53";"3,57";"318,02";"26,27";"44,38";"1,53";"34,43";"4,59";"0,77";"0,0";"14,03";"0,0";"2,44";"28,07"
"Srdjan Hrstić";"S. Hrstić";"73071";"2003-07-18";"BK Hacken";"523";"SWE - Allsvenskan";"90";"2025/2025";"128";"Center Forward";"70,11";"41,35";"23,03";"18,32";"10";"1";"7962,7";"113,58";"1114,3";"466,5";"45,5";"148,0";"7,4";"614,5";"52,9";"29,0";"30,36";"88,3";"6,4";"72,9";"12,5";"4,2";"0,69";"0,74";"1,1";"1,31";"1,57";"33,8";"1,93";"3,14";"10221,94";"113,58";"1430,46";"598,86";"58,41";"189,99";"9,5";"788,85";"67,91";"113,35";"8,22";"93,58";"16,05";"5,39";"1,41";"43,39";"8479,07";"141,32";"1461,01";"638,96";"60,36";"201,09";"9,14";"840,04";"69,5";"94,74";"5,95";"70,37";"11,9";"3096,9";"134,47";"480,5";"222,7";"21,5";"98,7";"4,3";"321,4";"25,8";"36,3";"2,6";"24,3";"4,3";"1,4";"0,3";"15,9";"2747,3";"149,92";"526,5";"217,7";"20,1";"39,9";"2,0";"257,6";"22,1";"29,0";"1,5";"24,2";"3,9";"1,0";"0,1";"15,9";"4034,17";"134,47";"625,92";"290,1";"28,01";"128,57";"5,6";"418,67";"33,61";"47,29";"3,39";"31,65";"5,6";"1,82";"0,39";"20,71";"4497,63";"149,92";"861,94";"356,4";"32,91";"65,32";"3,27";"421,72";"36,18";"47,48";"2,46";"39,62";"6,38";"1,64";"0,16";"26,03";"0,58";"3,48";"46,14"
"Patriot Sejdiu";"P. Sejdiu";"73195";"2000-05-05";"Östers IF";"4623";"SWE - Allsvenskan";"90";"2025/2025";"128";"Wide Attacker";"62,14";"35,65";"16,97";"18,68";"8";"0";"7027,0";"113,08";"1103,88";"470,12";"41,12";"127,25";"7,25";"597,38";"48,38";"27,48";"27,76";"79,12";"5,62";"64,5";"14,25";"3,5";"0,69";"0,83";"1,12";"1,56";"2,06";"31,25";"1,91";"2,83";"10177,23";"113,08";"1598,75";"680,88";"59,56";"184,3";"10,5";"865,18";"70,06";"114,6";"8,15";"93,42";"20,64";"5,07";"1,63";"45,26";"8543,98";"142,4";"1671,56";"734,47";"64,59";"203,45";"9,47";"937,92";"74,06";"95,52";"6,73";"69,22";"14,94";"2293,38";"135,12";"396,88";"222,25";"19,75";"67,62";"3,0";"289,88";"22,75";"27,5";"2,12";"18,25";"4,5";"1,5";"0,38";"13,88";"2782,88";"149,02";"596,25";"214,12";"18,62";"53,25";"2,62";"267,38";"21,25";"29,25";"1,88";"22,88";"4,38";"0,88";"0,38";"15,0";"4053,59";"135,12";"701,49";"392,83";"34,91";"119,53";"5,3";"512,36";"40,21";"48,61";"3,76";"32,26";"7,95";"2,65";"0,66";"24,52";"4470,48";"149,02";"957,83";"343,98";"29,92";"85,54";"4,22";"429,52";"34,14";"46,99";"3,01";"36,75";"7,03";"1,41";"0,6";"24,1";"1,26";"4,0";"48,6"
"Otto Rosengren";"O. Rosengren";"77141";"2003-05-16";"Malmo FF";"426";"SWE - Allsvenskan";"90";"2025/2025";"128";"Midfield";"89,58";"50,35";"28,33";"22,02";"25";"0";"11561,32";"129,06";"2238,68";"657,84";"53,48";"94,12";"6,16";"751,96";"59,64";"26,49";"27,94";"109,92";"2,92";"94,6";"10,44";"1,92";"0,66";"0,78";"0,2";"1,73";"null";"41,72";"1,86";"2,55";"11615,35";"129,06";"2249,14";"660,91";"53,73";"94,56";"6,19";"755,47";"59,92";"110,43";"2,93";"95,04";"10,49";"1,93";"0,2";"41,91";"10233,41";"170,56";"2487,18";"740,13";"59,68";"102,1";"6,2";"842,23";"65,87";"96,85";"1,81";"73,55";"7,91";"4822,96";"170,22";"1176,16";"285,64";"23,48";"35,48";"2,44";"321,12";"25,92";"41,08";"0,68";"32,0";"2,84";"0,28";"0,0";"20,2";"3764,92";"170,99";"911,08";"335,48";"26,6";"50,2";"2,76";"385,68";"29,36";"40,2";"0,84";"29,72";"3,8";"0,52";"0,04";"19,56";"5106,54";"170,22";"1245,32";"302,44";"24,86";"37,57";"2,58";"340,0";"27,44";"43,5";"0,72";"33,88";"3,01";"0,3";"0,0";"21,39";"5129,78";"170,99";"1241,37";"457,1";"36,24";"68,4";"3,76";"525,5";"40,0";"54,77";"1,14";"40,49";"5,18";"0,71";"0,05";"26,65";"0,05";"0,95";"47,38"
"Ajdin Zeljković";"A. Zeljković";"90378";"1997-12-26";"IFK Värnamo";"2394";"SWE - Allsvenskan";"90";"2025/2025";"128";"Center Forward";"90,1";"51,23";"29,97";"21,25";"4";"0";"11179,75";"124,08";"1681,75";"631,5";"56,5";"191,5";"9,75";"823,0";"66,25";"29,77";"29,77";"102,5";"5,25";"87,0";"9,0";"3,75";"0,84";"null";"0,25";"null";"null";"50,0";"2,02";"null";"11166,83";"124,08";"1679,81";"630,77";"56,43";"191,28";"9,74";"822,05";"66,17";"102,38";"5,24";"86,9";"8,99";"3,75";"0,25";"49,94";"9569,55";"159,49";"1839,24";"689,31";"62,37";"215,81";"9,96";"905,12";"72,33";"89,02";"3,22";"66,76";"6,73";"4572,5";"152,56";"814,0";"298,5";"29,0";"89,5";"4,25";"388,0";"33,25";"49,25";"1,5";"33,75";"3,5";"1,5";"0,0";"26,5";"3597,5";"169,26";"756,25";"290,0";"24,25";"94,75";"4,25";"384,75";"28,5";"26,75";"1,25";"23,25";"2,25";"0,75";"0,0";"20,5";"4576,95";"152,56";"814,79";"298,79";"29,03";"89,59";"4,25";"388,38";"33,28";"49,3";"1,5";"33,78";"3,5";"1,5";"0,0";"26,53";"5077,83";"169,26";"1067,44";"409,33";"34,23";"133,74";"6,0";"543,07";"40,23";"37,76";"1,76";"32,82";"3,18";"1,06";"0,0";"28,94";"0,0";"2,64";"55,05"
"Ajdin Zeljković";"A. Zeljković";"90378";"1997-12-26";"IFK Värnamo";"2394";"SWE - Allsvenskan";"90";"2025/2025";"128";"Midfield";"70,43";"38,58";"20,3";"18,28";"3";"0";"8355,0";"118,63";"1274,0";"413,67";"35,33";"79,33";"4,33";"493,0";"39,67";"27,93";"27,93";"77,0";"3,67";"70,0";"7,0";"3,33";"0,7";"null";"1,0";"null";"null";"32,67";"2,26";"null";"10676,9";"118,63";"1628,05";"528,63";"45,15";"101,38";"5,54";"630,01";"50,69";"98,4";"4,69";"89,45";"8,95";"4,26";"1,28";"41,74";"9388,82";"156,48";"1783,41";"606,05";"50,81";"120,28";"4,67";"726,32";"55,47";"83,99";"3,63";"67,4";"7,26";"3128,67";"154,12";"572,33";"197,0";"18,0";"33,67";"1,33";"230,67";"19,33";"26,67";"1,67";"20,33";"2,0";"1,67";"0,0";"13,67";"2908,0";"159,1";"574,33";"192,67";"14,67";"43,67";"1,67";"236,33";"16,33";"27,33";"0,67";"23,0";"2,67";"0,33";"0,0";"15,67";"4623,65";"154,12";"845,81";"291,13";"26,6";"49,75";"1,97";"340,89";"28,57";"39,41";"2,46";"30,05";"2,96";"2,46";"0,0";"20,2";"4773,01";"159,1";"942,67";"316,23";"24,07";"71,67";"2,74";"387,9";"26,81";"44,86";"1,09";"37,75";"4,38";"0,55";"0,0";"25,71";"0,0";"3,11";"45,62"
"Ajdin Zeljković";"A. Zeljković";"90378";"1997-12-26";"IFK Värnamo";"2394";"SWE - Allsvenskan";"90";"2025/2025";"128";"Wide Attacker";"69,94";"40,94";"17,52";"23,42";"17";"1";"8622,35";"123,29";"1373,53";"489,35";"43,12";"136,29";"8,06";"625,65";"51,18";"28,7";"30,26";"85,24";"4,35";"72,94";"9,24";"3,12";"0,57";"0,57";"1,12";"1,28";"1,36";"32,35";"1,95";"2,84";"11095,67";"123,29";"1767,53";"629,72";"55,49";"175,39";"10,37";"805,11";"65,86";"109,69";"5,6";"93,86";"11,88";"4,01";"1,44";"41,63";"9303,96";"155,07";"1860,57";"682,06";"58,89";"190,37";"9,66";"872,43";"68,54";"90,87";"3,79";"69,4";"8,45";"2719,29";"155,21";"521,47";"211,12";"18,71";"72,06";"3,47";"283,18";"22,18";"28,29";"1,18";"17,94";"2,24";"0,65";"0,29";"12,47";"3628,53";"154,95";"747,94";"254,24";"21,47";"57,82";"3,12";"312,06";"24,59";"33,71";"1,41";"29,41";"3,53";"0,71";"0,24";"17,88";"4656,43";"155,21";"892,95";"361,51";"32,03";"123,39";"5,94";"484,9";"37,97";"48,45";"2,01";"30,72";"3,83";"1,11";"0,5";"21,35";"4648,65";"154,95";"958,22";"325,71";"27,51";"74,08";"3,99";"399,79";"31,5";"43,18";"1,81";"37,68";"4,52";"0,9";"0,3";"22,91";"0,78";"1,98";"44,49"
